sequence_id	detector	product_activity	product_class	bin
k87_15399533	deepbgc	antibacterial	Saccharide-Terpene	concoct_104
k87_15399533	antismash	antibacterial	Saccharide-Terpene	concoct_104
k87_20181935	deepbgc	antibacterial		concoct_104
k87_20181935	antismash	antibacterial		concoct_104
k87_42192100	deepbgc	inhibitor		concoct_104
k87_42192100	antismash	inhibitor		concoct_104
k87_44439869	deepbgc	antibacterial		concoct_104
k87_44439869	antismash	antibacterial		concoct_104
sequence_id	detector	product_activity	product_class	bin
k87_10155480	deepbgc	antibacterial	Polyketide	concoct_10
k87_10155480	antismash	antibacterial	Polyketide	concoct_10
k87_11487243	deepbgc	inhibitor	NRP	concoct_10
k87_11487243	antismash	inhibitor	NRP	concoct_10
k87_2544416	deepbgc	antibacterial	Polyketide	concoct_10
k87_2544416	antismash	antibacterial	Polyketide	concoct_10
k87_30768407	deepbgc	antibacterial		concoct_10
k87_30768407	antismash	antibacterial		concoct_10
k87_33626183	deepbgc	antibacterial	Saccharide-Terpene	concoct_10
k87_33626183	antismash	antibacterial	Saccharide-Terpene	concoct_10
k87_36012596	deepbgc	antibacterial	NRP	concoct_10
k87_36012596	antismash	antibacterial	NRP	concoct_10
k87_39944360	deepbgc	antibacterial	Polyketide	concoct_10
k87_39944360	antismash	antibacterial	Polyketide	concoct_10
sequence_id	detector	product_activity	product_class	bin
k87_16061853	deepbgc	inhibitor	NA	concoct_112
k87_16061853	antismash	inhibitor	NA	concoct_112
sequence_id	detector	product_activity	product_class	bin
k87_14132120	deepbgc		NRP	concoct_113
k87_14132120	antismash		NRP	concoct_113
k87_20312886	deepbgc	antibacterial		concoct_113
k87_20312886	antismash	antibacterial		concoct_113
k87_2148916	deepbgc	antibacterial	NRP	concoct_113
k87_2148916	antismash		NRP	concoct_113
k87_34498618	deepbgc	inhibitor	NRP	concoct_113
k87_34498618	antismash	inhibitor	NRP	concoct_113
sequence_id	detector	product_activity	product_class	bin
k87_10220466	deepbgc	antibacterial		concoct_114
k87_10220466	antismash			concoct_114
k87_33715277	deepbgc	inhibitor	NRP	concoct_114
k87_33715277	antismash	inhibitor	NRP	concoct_114
k87_34182896	deepbgc	antibacterial	Terpene	concoct_114
k87_34182896	antismash	antibacterial	Terpene	concoct_114
k87_37603310	deepbgc	antibacterial		concoct_114
k87_37603310	antismash	antibacterial		concoct_114
sequence_id	detector	product_activity	product_class	bin
k87_31134172	deepbgc		NRP	concoct_11
k87_31134172	antismash		NRP	concoct_11
k87_35898349	deepbgc	antibacterial		concoct_11
k87_35898349	antismash	antibacterial		concoct_11
sequence_id	detector	product_activity	product_class	bin
k87_10288045	deepbgc		NRP	concoct_121
k87_10288045	antismash		NRP	concoct_121
k87_14540148	deepbgc	antibacterial		concoct_121
k87_14540148	antismash	antibacterial		concoct_121
k87_14591127	deepbgc	antibacterial	Saccharide-Terpene	concoct_121
k87_14591127	antismash	antibacterial	Saccharide-Terpene	concoct_121
k87_17271196	deepbgc	antibacterial		concoct_121
k87_17271196	antismash	antibacterial		concoct_121
k87_45004103	deepbgc	antibacterial		concoct_121
k87_45004103	antismash	antibacterial		concoct_121
k87_46021725	deepbgc	antibacterial		concoct_121
k87_46021725	antismash	antibacterial		concoct_121
k87_47867237	deepbgc	antibacterial		concoct_121
k87_47867237	antismash	antibacterial		concoct_121
sequence_id	detector	product_activity	product_class	bin
k87_2063084	deepbgc	antibacterial	NA	concoct_129
k87_2063084	antismash	antibacterial	NA	concoct_129
k87_21259699	deepbgc	antibacterial	NA	concoct_129
k87_21259699	antismash	antibacterial	NA	concoct_129
sequence_id	detector	product_activity	product_class	bin
k87_17043152	deepbgc	antibacterial	NA	concoct_137
k87_17043152	antismash	antibacterial	NA	concoct_137
k87_39900097	deepbgc	antibacterial	NA	concoct_137
k87_39900097	antismash	antibacterial	NA	concoct_137
sequence_id	detector	product_activity	product_class	bin
k87_13282744	deepbgc	antibacterial		concoct_139
k87_13282744	antismash	antibacterial		concoct_139
k87_40412914	deepbgc	antibacterial		concoct_139
k87_40412914	antismash	antibacterial		concoct_139
k87_44159012	deepbgc	antibacterial	Terpene	concoct_139
k87_44159012	antismash	antibacterial	Terpene	concoct_139
sequence_id	detector	product_activity	product_class	bin
k87_21723328	deepbgc	antibacterial	NA	concoct_153
k87_21723328	antismash	antibacterial	NA	concoct_153
sequence_id	detector	product_activity	product_class	bin
k87_45023313	deepbgc	antibacterial		concoct_155
k87_45023313	antismash	antibacterial		concoct_155
k87_4695171	deepbgc	antibacterial		concoct_155
k87_4695171	antismash	antibacterial		concoct_155
k87_48727845	deepbgc	antibacterial	Terpene	concoct_155
k87_48727845	antismash	antibacterial	Terpene	concoct_155
sequence_id	detector	product_activity	product_class	bin
k87_10091552	deepbgc	antibacterial		concoct_169
k87_10091552	antismash	antibacterial		concoct_169
k87_11445560	deepbgc	antibacterial	NRP	concoct_169
k87_11445560	antismash	antibacterial	NRP	concoct_169
k87_15963581	deepbgc	antibacterial		concoct_169
k87_15963581	antismash	antibacterial		concoct_169
k87_18498809	deepbgc	antibacterial		concoct_169
k87_18498809	antismash	antibacterial		concoct_169
k87_19004954	deepbgc	antibacterial	Saccharide	concoct_169
k87_19004954	antismash	antibacterial	Saccharide	concoct_169
k87_19030586	deepbgc	antibacterial		concoct_169
k87_19030586	antismash	antibacterial		concoct_169
k87_40824723	deepbgc	antibacterial		concoct_169
k87_40824723	antismash	antibacterial		concoct_169
k87_45733570	deepbgc	antibacterial		concoct_169
k87_45733570	antismash	antibacterial		concoct_169
k87_48595267	deepbgc	antibacterial	NRP	concoct_169
k87_48595267	antismash	antibacterial	NRP	concoct_169
k87_9934619	deepbgc		NRP	concoct_169
k87_9934619	antismash		NRP	concoct_169
sequence_id	detector	product_activity	product_class	bin
k87_13210320	deepbgc	antibacterial	NA	concoct_16
k87_13210320	antismash	antibacterial	NA	concoct_16
sequence_id	detector	product_activity	product_class	bin
k87_17182972	deepbgc	antibacterial	NRP	concoct_171
k87_17182972	antismash	antibacterial	NRP	concoct_171
k87_18149998	deepbgc	antibacterial		concoct_171
k87_18149998	antismash	antibacterial		concoct_171
k87_18149998	antismash	antibacterial		concoct_171
k87_23717706	deepbgc	inhibitor		concoct_171
k87_23717706	antismash	inhibitor		concoct_171
k87_6009538	deepbgc			concoct_171
k87_6009538	antismash			concoct_171
sequence_id	detector	product_activity	product_class	bin
k87_15022793	deepbgc		NRP	concoct_17
k87_15022793	antismash		NRP	concoct_17
k87_25212917	antismash	antibacterial		concoct_17
k87_4171646	deepbgc	antibacterial	Polyketide	concoct_17
k87_4171646	antismash	antibacterial	Polyketide	concoct_17
k87_44002571	deepbgc	antibacterial		concoct_17
k87_44002571	antismash	antibacterial		concoct_17
k87_45849337	deepbgc	antibacterial	Saccharide-Terpene	concoct_17
k87_45849337	antismash	antibacterial	Saccharide-Terpene	concoct_17
k87_6006561	deepbgc	antibacterial	Terpene	concoct_17
k87_6006561	antismash	antibacterial	Terpene	concoct_17
sequence_id	detector	product_activity	product_class	bin
k87_23387482	deepbgc	antibacterial	NA	concoct_200
k87_23387482	antismash	antibacterial	NA	concoct_200
k87_23513522	deepbgc	antibacterial	NA	concoct_200
k87_23513522	antismash	antibacterial	NA	concoct_200
sequence_id	detector	product_activity	product_class	bin
k87_12118110	deepbgc	antibacterial	NA	concoct_215
k87_12118110	antismash	antibacterial	NA	concoct_215
k87_2374689	deepbgc	antibacterial	NA	concoct_215
k87_2374689	antismash	antibacterial	NA	concoct_215
sequence_id	detector	product_activity	product_class	bin
k87_21588892	deepbgc	antibacterial	Terpene	concoct_230
k87_21588892	antismash	antibacterial	Terpene	concoct_230
sequence_id	detector	product_activity	product_class	bin
k87_3626216	deepbgc	antibacterial	NRP	concoct_233
k87_3626216	antismash	antibacterial	NRP	concoct_233
k87_36858908	deepbgc	inhibitor	NRP	concoct_233
k87_36858908	antismash	inhibitor	NRP	concoct_233
k87_39792154	deepbgc	antibacterial	Polyketide-Terpene	concoct_233
k87_39792154	antismash	antibacterial	Polyketide-Terpene	concoct_233
k87_8765137	antismash	antibacterial		concoct_233
sequence_id	detector	product_activity	product_class	bin
k87_26689550	deepbgc	antibacterial	NA	concoct_234
k87_26689550	antismash	antibacterial	NA	concoct_234
k87_37391137	deepbgc	antibacterial	NA	concoct_234
k87_37391137	antismash	antibacterial	NA	concoct_234
sequence_id	detector	product_activity	product_class	bin
k87_1628846	deepbgc	antibacterial	Saccharide-Terpene	concoct_240
k87_1628846	antismash	antibacterial	Saccharide-Terpene	concoct_240
sequence_id	detector	product_activity	product_class	bin
k87_25777467	deepbgc	antibacterial	NA	concoct_243
k87_25777467	antismash	antibacterial	NA	concoct_243
sequence_id	detector	product_activity	product_class	bin
k87_22161986	deepbgc	antibacterial	NA	concoct_250
k87_22161986	antismash	antibacterial	NA	concoct_250
k87_44210511	deepbgc	antibacterial	NA	concoct_250
k87_44210511	antismash	antibacterial	NA	concoct_250
sequence_id	detector	product_activity	product_class	bin
k87_19303988	deepbgc	antibacterial		concoct_43
k87_19303988	antismash	antibacterial		concoct_43
k87_22188859	deepbgc	antibacterial		concoct_43
k87_22188859	antismash	antibacterial		concoct_43
k87_44079848	deepbgc	antibacterial	Terpene	concoct_43
k87_44079848	antismash	antibacterial	Terpene	concoct_43
sequence_id	detector	product_activity	product_class	bin
k87_11392058	deepbgc	antibacterial	NA	concoct_47
k87_11392058	antismash	antibacterial	NA	concoct_47
k87_19495988	deepbgc	antibacterial	NA	concoct_47
k87_19495988	antismash	antibacterial	NA	concoct_47
k87_8710936	deepbgc	antibacterial	NA	concoct_47
k87_8710936	antismash	antibacterial	NA	concoct_47
sequence_id	detector	product_activity	product_class	bin
k87_12135944	deepbgc	inhibitor	NRP	concoct_50
k87_12135944	antismash	inhibitor	NRP	concoct_50
k87_17458854	deepbgc		NRP	concoct_50
k87_17458854	antismash		NRP	concoct_50
k87_45066145	antismash	antibacterial		concoct_50
k87_47812911	antismash	antibacterial		concoct_50
sequence_id	detector	product_activity	product_class	bin
k87_6001230	deepbgc	antibacterial	NA	concoct_54
k87_6001230	antismash	antibacterial	NA	concoct_54
sequence_id	detector	product_activity	product_class	bin
k87_38951935	deepbgc	antibacterial	Polyketide	concoct_68
k87_38951935	antismash	antibacterial	Polyketide	concoct_68
k87_45872698	deepbgc	antibacterial	Polyketide	concoct_68
k87_45872698	antismash	antibacterial	Polyketide	concoct_68
sequence_id	detector	product_activity	product_class	bin
k87_13365657	antismash			concoct_77
k87_22000638	deepbgc	inhibitor	NRP	concoct_77
k87_22000638	antismash	inhibitor	NRP	concoct_77
k87_36758713	deepbgc	inhibitor	NRP	concoct_77
k87_36758713	antismash	inhibitor	NRP	concoct_77
k87_42961021	antismash		Terpene	concoct_77
k87_48953316	deepbgc	inhibitor	NRP	concoct_77
k87_48953316	deepbgc	antibacterial		concoct_77
k87_48953316	antismash	inhibitor	NRP	concoct_77
sequence_id	detector	product_activity	product_class	bin
c00140_GL_R10_..	antismash	antibacterial		GL_R10_GL11_UP_3_G2.2.1.1
c00177_GL_R10_..	deepbgc	antibacterial		GL_R10_GL11_UP_3_G2.2.1.1
c00177_GL_R10_..	antismash	antibacterial		GL_R10_GL11_UP_3_G2.2.1.1
c00350_GL_R10_..	deepbgc		Terpene	GL_R10_GL11_UP_3_G2.2.1.1
c00350_GL_R10_..	antismash		Terpene	GL_R10_GL11_UP_3_G2.2.1.1
sequence_id	detector	product_activity	product_class	bin
c00298_GL_R10_..	deepbgc		Terpene	GL_R10_GL11_UP_3_maxbin_res.008.fasta_sub
c00298_GL_R10_..	antismash		Terpene	GL_R10_GL11_UP_3_maxbin_res.008.fasta_sub
c00481_GL_R10_..	deepbgc	antibacterial	Saccharide-Terpene	GL_R10_GL11_UP_3_maxbin_res.008.fasta_sub
c00481_GL_R10_..	antismash	antibacterial	Saccharide-Terpene	GL_R10_GL11_UP_3_maxbin_res.008.fasta_sub
c00518_GL_R10_..	deepbgc	antibacterial		GL_R10_GL11_UP_3_maxbin_res.008.fasta_sub
c00518_GL_R10_..	antismash		Terpene	GL_R10_GL11_UP_3_maxbin_res.008.fasta_sub
c00615_GL_R10_..	deepbgc	antibacterial	Terpene	GL_R10_GL11_UP_3_maxbin_res.008.fasta_sub
c00615_GL_R10_..	antismash	antibacterial	Terpene	GL_R10_GL11_UP_3_maxbin_res.008.fasta_sub
c00819_GL_R10_..	deepbgc	antibacterial		GL_R10_GL11_UP_3_maxbin_res.008.fasta_sub
c00819_GL_R10_..	antismash	antibacterial		GL_R10_GL11_UP_3_maxbin_res.008.fasta_sub
c00965_GL_R10_..	deepbgc	antibacterial	Saccharide-Terpene	GL_R10_GL11_UP_3_maxbin_res.008.fasta_sub
c00965_GL_R10_..	antismash	antibacterial	Saccharide-Terpene	GL_R10_GL11_UP_3_maxbin_res.008.fasta_sub
sequence_id	detector	product_activity	product_class	bin
c00077_GL_R10_..	deepbgc	antibacterial		GL_R10_GL11_UP_3_O7
c00077_GL_R10_..	antismash	antibacterial		GL_R10_GL11_UP_3_O7
c00102_GL_R10_..	deepbgc		Terpene	GL_R10_GL11_UP_3_O7
c00102_GL_R10_..	antismash		Terpene	GL_R10_GL11_UP_3_O7
c00169_GL_R10_..	deepbgc	antibacterial		GL_R10_GL11_UP_3_O7
c00169_GL_R10_..	antismash	antibacterial		GL_R10_GL11_UP_3_O7
c00562_GL_R10_..	deepbgc	antibacterial	RiPP	GL_R10_GL11_UP_3_O7
c00562_GL_R10_..	antismash	antibacterial	RiPP	GL_R10_GL11_UP_3_O7
c00879_GL_R10_..	deepbgc	antibacterial		GL_R10_GL11_UP_3_O7
c00879_GL_R10_..	antismash	antibacterial		GL_R10_GL11_UP_3_O7
sequence_id	detector	product_activity	product_class	bin
c00790_GL_R11_..	deepbgc	inhibitor	NRP	GL_R11_GL15_UP_1_B1.1.1.1.1.1
c00790_GL_R11_..	antismash	inhibitor	NRP	GL_R11_GL15_UP_1_B1.1.1.1.1.1
c02351_GL_R11_..	deepbgc	antibacterial		GL_R11_GL15_UP_1_B1.1.1.1.1.1
c02351_GL_R11_..	antismash	antibacterial		GL_R11_GL15_UP_1_B1.1.1.1.1.1
sequence_id	detector	product_activity	product_class	bin
c00003_GL_R11_..	deepbgc	antibacterial	NA	GL_R11_GL15_UP_1_C3
c00003_GL_R11_..	antismash	antibacterial	NA	GL_R11_GL15_UP_1_C3
c00385_GL_R11_..	deepbgc		NA	GL_R11_GL15_UP_1_C3
c00385_GL_R11_..	antismash		NA	GL_R11_GL15_UP_1_C3
sequence_id	detector	product_activity	product_class	bin
c00733_GL_R11_..	deepbgc	antibacterial	NA	GL_R11_GL15_UP_1_maxbin_res.009.fasta_sub
c00733_GL_R11_..	antismash	antibacterial	NA	GL_R11_GL15_UP_1_maxbin_res.009.fasta_sub
c02709_GL_R11_..	deepbgc	antibacterial	NA	GL_R11_GL15_UP_1_maxbin_res.009.fasta_sub
c02709_GL_R11_..	antismash	antibacterial	NA	GL_R11_GL15_UP_1_maxbin_res.009.fasta_sub
sequence_id	detector	product_activity	product_class	bin
c00982_GL_R12_..	deepbgc	NA	NA	GL_R12_GL15_UP_2_L2.1
c00982_GL_R12_..	antismash	NA	NA	GL_R12_GL15_UP_2_L2.1
sequence_id	detector	product_activity	product_class	bin
c00096_GL_R12_..	deepbgc	antibacterial		GL_R12_GL15_UP_2_L2.2.2
c00096_GL_R12_..	antismash		Terpene	GL_R12_GL15_UP_2_L2.2.2
c00419_GL_R12_..	deepbgc	antibacterial		GL_R12_GL15_UP_2_L2.2.2
c00419_GL_R12_..	antismash	antibacterial		GL_R12_GL15_UP_2_L2.2.2
c00436_GL_R12_..	deepbgc	antibacterial		GL_R12_GL15_UP_2_L2.2.2
c00436_GL_R12_..	antismash	antibacterial		GL_R12_GL15_UP_2_L2.2.2
c00797_GL_R12_..	deepbgc	antibacterial	Saccharide-Terpene	GL_R12_GL15_UP_2_L2.2.2
c00797_GL_R12_..	antismash	antibacterial	Saccharide-Terpene	GL_R12_GL15_UP_2_L2.2.2
sequence_id	detector	product_activity	product_class	bin
c00377_GL_R12_..	deepbgc	antibacterial		GL_R12_GL15_UP_2_L5.1
c00377_GL_R12_..	antismash	antibacterial		GL_R12_GL15_UP_2_L5.1
c00389_GL_R12_..	deepbgc	antibacterial	NRP	GL_R12_GL15_UP_2_L5.1
c00389_GL_R12_..	antismash	antibacterial	NRP	GL_R12_GL15_UP_2_L5.1
c00563_GL_R12_..	deepbgc		Polyketide	GL_R12_GL15_UP_2_L5.1
c00563_GL_R12_..	antismash		Polyketide	GL_R12_GL15_UP_2_L5.1
c00701_GL_R12_..	deepbgc	antibacterial		GL_R12_GL15_UP_2_L5.1
c00701_GL_R12_..	antismash	antibacterial		GL_R12_GL15_UP_2_L5.1
sequence_id	detector	product_activity	product_class	bin
c00055_GL_R12_..	deepbgc	antibacterial	Terpene	GL_R12_GL15_UP_2_L6
c00055_GL_R12_..	antismash	antibacterial	Terpene	GL_R12_GL15_UP_2_L6
sequence_id	detector	product_activity	product_class	bin
c00538_GL_R12_..	deepbgc		Terpene	GL_R12_GL15_UP_2_O2.2.1
c00538_GL_R12_..	antismash		Terpene	GL_R12_GL15_UP_2_O2.2.1
c00778_GL_R12_..	deepbgc	antibacterial	Saccharide-Terpene	GL_R12_GL15_UP_2_O2.2.1
c00778_GL_R12_..	antismash	antibacterial	Saccharide-Terpene	GL_R12_GL15_UP_2_O2.2.1
c01063_GL_R12_..	deepbgc	antibacterial	Terpene	GL_R12_GL15_UP_2_O2.2.1
c01063_GL_R12_..	antismash	antibacterial	Terpene	GL_R12_GL15_UP_2_O2.2.1
c01376_GL_R12_..	deepbgc	antibacterial		GL_R12_GL15_UP_2_O2.2.1
c01376_GL_R12_..	antismash	antibacterial		GL_R12_GL15_UP_2_O2.2.1
c01390_GL_R12_..	deepbgc	antibacterial	Terpene	GL_R12_GL15_UP_2_O2.2.1
c01390_GL_R12_..	antismash	antibacterial	Terpene	GL_R12_GL15_UP_2_O2.2.1
sequence_id	detector	product_activity	product_class	bin
c00164_GL_R13_..	deepbgc	antibacterial	NRP	GL_R13_GL15_UP_3_L5_sub
c00164_GL_R13_..	antismash	antibacterial	NRP	GL_R13_GL15_UP_3_L5_sub
c00269_GL_R13_..	deepbgc	antibacterial		GL_R13_GL15_UP_3_L5_sub
c00269_GL_R13_..	antismash	antibacterial		GL_R13_GL15_UP_3_L5_sub
c00794_GL_R13_..	deepbgc		Polyketide	GL_R13_GL15_UP_3_L5_sub
c00794_GL_R13_..	antismash		Polyketide	GL_R13_GL15_UP_3_L5_sub
sequence_id	detector	product_activity	product_class	bin
c01984_GL_R13_..	deepbgc	antibacterial		GL_R13_GL15_UP_3_maxbin_res.005.fasta
c01984_GL_R13_..	antismash	antibacterial		GL_R13_GL15_UP_3_maxbin_res.005.fasta
c02329_GL_R13_..	deepbgc	antibacterial		GL_R13_GL15_UP_3_maxbin_res.005.fasta
c02329_GL_R13_..	antismash	antibacterial		GL_R13_GL15_UP_3_maxbin_res.005.fasta
c04492_GL_R13_..	deepbgc	antibacterial		GL_R13_GL15_UP_3_maxbin_res.005.fasta
c04492_GL_R13_..	antismash	antibacterial		GL_R13_GL15_UP_3_maxbin_res.005.fasta
c05954_GL_R13_..	deepbgc	antibacterial		GL_R13_GL15_UP_3_maxbin_res.005.fasta
c05954_GL_R13_..	antismash	antibacterial		GL_R13_GL15_UP_3_maxbin_res.005.fasta
c07061_GL_R13_..	deepbgc	antibacterial	Terpene	GL_R13_GL15_UP_3_maxbin_res.005.fasta
c07061_GL_R13_..	antismash	antibacterial	Terpene	GL_R13_GL15_UP_3_maxbin_res.005.fasta
c07236_GL_R13_..	deepbgc	antibacterial		GL_R13_GL15_UP_3_maxbin_res.005.fasta
c07236_GL_R13_..	antismash	antibacterial		GL_R13_GL15_UP_3_maxbin_res.005.fasta
c07288_GL_R13_..	deepbgc		Terpene	GL_R13_GL15_UP_3_maxbin_res.005.fasta
c07288_GL_R13_..	antismash		Terpene	GL_R13_GL15_UP_3_maxbin_res.005.fasta
sequence_id	detector	product_activity	product_class	bin
c00244_GL_R13_..	deepbgc	antibacterial	Polyketide	GL_R13_GL15_UP_3_O3_sub
c00244_GL_R13_..	antismash	antibacterial	Polyketide	GL_R13_GL15_UP_3_O3_sub
c00603_GL_R13_..	deepbgc	antibacterial		GL_R13_GL15_UP_3_O3_sub
c00603_GL_R13_..	antismash	antibacterial		GL_R13_GL15_UP_3_O3_sub
c01234_GL_R13_..	deepbgc	antibacterial	RiPP	GL_R13_GL15_UP_3_O3_sub
c01234_GL_R13_..	antismash	antibacterial	RiPP	GL_R13_GL15_UP_3_O3_sub
sequence_id	detector	product_activity	product_class	bin
c00013_GL_R17_..	antismash	antibacterial		GL_R17_GL16_UP_1_G1
c00105_GL_R17_..	deepbgc	antibacterial	Terpene	GL_R17_GL16_UP_1_G1
c00105_GL_R17_..	antismash	antibacterial		GL_R17_GL16_UP_1_G1
c00130_GL_R17_..	deepbgc	cytotoxic	Polyketide	GL_R17_GL16_UP_1_G1
